 Destination Port, Flow Duration, Total Fwd Packets,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,1364741,7,0,0,0,1,0,0,0,0,1,510.3529412,0,0,0,0,0,0,0,BENIGN
443,1129,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,466796,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,33593,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,93415,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,30214,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,11043793,9,0,0,0,1,0,0,0,0,1,271.5263158,0,944058,944058,9822561,0,9822561,9822561,BENIGN
443,200034,6,0,0,0,1,0,0,0,0,1,365,0,0,0,0,0,0,0,BENIGN
80,61227,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,61434,3,0,0,0,1,0,0,0,0,1,336.75,0,0,0,0,0,0,0,BENIGN
443,34057,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,45700,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,46016,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1129,999637,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
1146,1000288,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
80,47485,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,FTP-Patator
80,50994,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
80,91349,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,35164,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,355554,7,0,0,0,1,0,0,0,0,1,455.4705882,0,0,0,0,0,0,0,BENIGN
443,60552,3,0,0,0,0,1,0,0,0,0,10.33333333,0,0,0,0,0,0,0,BENIGN
5353,18,12,0,0,0,0,0,0,0,0,0,48.75,0,0,0,0,0,0,0,BENIGN
80,591931,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,592267,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,11286,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,116439402,35,0,0,0,1,0,0,0,0,1,456.4027778,222679.5187,881728,142882,10000000,14317.16814,10000000,9996800,BENIGN
443,116463316,42,0,0,0,1,0,0,0,0,1,637.5533981,151665.0941,562190,36716,9624685,1320004.406,10000000,5433367,BENIGN
80,446073,3,0,0,0,1,0,0,0,0,1,185.1428571,0,0,0,0,0,0,0,BENIGN
80,43351,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,34969,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,102206,3,0,0,0,1,0,0,0,0,1,185.1428571,0,0,0,0,0,0,0,BENIGN
80,45739,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,47408,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,48887,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,5572009,8,0,0,0,1,0,0,0,0,1,315.625,0,0,0,0,0,0,0,BENIGN
80,5283094,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,5579631,8,0,0,0,1,0,0,0,0,0,166.1538462,0,228878,228878,5350704,0,5350704,5350704,BENIGN
443,5656508,9,0,0,0,1,0,0,0,0,0,333.5294118,0,542915,542915,5113590,0,5113590,5113590,BENIGN
443,5640340,9,0,0,0,1,0,0,0,0,0,235.8666667,0,636603,636603,5003734,0,5003734,5003734,BENIGN
443,2251977,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
443,15164,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
1335,194,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,70085,3,0,0,0,1,0,0,0,0,1,185.1428571,0,0,0,0,0,0,0,BENIGN
1333,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
80,32154,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,95595,3,0,0,0,1,0,0,0,0,1,185.1428571,0,0,0,0,0,0,0,BENIGN
1334,4,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
443,1100929,8,0,0,0,1,0,0,0,0,1,366,0,0,0,0,0,0,0,BENIGN
80,117996,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,42313,3,0,0,0,0,1,0,0,0,0,17.66666667,0,0,0,0,0,0,0,BENIGN
443,426974,10,0,0,0,1,0,0,0,0,0,313.1111111,0,0,0,0,0,0,0,BENIGN
443,2966383,7,0,0,0,1,0,0,0,0,1,305.75,0,0,0,0,0,0,0,BENIGN
443,7820,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1464,52425,3,0,0,0,0,1,0,0,0,0,9.5,0,0,0,0,0,0,0,BENIGN
80,60071,3,0,0,0,1,0,0,0,0,1,384.5714286,0,0,0,0,0,0,0,BENIGN
80,59525,3,0,0,0,1,0,0,0,0,1,384.5714286,0,0,0,0,0,0,0,BENIGN
80,53086,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,53730,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,130907,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,131257,3,0,0,0,1,0,0,0,0,1,336.75,0,0,0,0,0,0,0,BENIGN
80,39915,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,40289,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
80,100564,3,0,0,0,1,0,0,0,0,1,336.5,0,0,0,0,0,0,0,FTP-Patator
80,128150,3,0,0,0,1,0,0,0,0,1,384.5714286,0,0,0,0,0,0,0,BENIGN
443,388654,11,0,0,0,1,0,0,0,0,0,359,0,0,0,0,0,0,0,FTP-Patator
80,50022,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
80,77619,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FTP-Patator
1474,46491,3,0,0,0,0,1,0,0,0,0,9.5,0,0,0,0,0,0,0,FTP-Patator
443,5204310,10,0,0,0,1,0,0,0,0,1,308.8571429,0,0,0,0,0,0,0,BENIGN
443,5153920,10,0,0,0,1,0,0,0,0,1,316.75,0,0,0,0,0,0,0,FTP-Patator
80,2897319,4,0,0,0,1,0,0,0,0,1,143.8888889,0,0,0,0,0,0,0,FTP-Patator
80,798224,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,FTP-Patator
80,798290,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,FTP-Patator
80,45727,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,45335,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SSH-Patator
80,45335,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,94575,4,0,0,0,1,0,0,0,0,1,161.875,0,0,0,0,0,0,0,BENIGN
443,15382994,8,0,0,0,1,0,0,0,0,1,119.2352941,0,626976,626976,9753027,0,9753027,9753027,BENIGN
443,22145,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,583884,3,0,0,0,1,0,0,0,0,1,384.5714286,0,0,0,0,0,0,0,BENIGN
80,584039,3,0,0,0,1,0,0,0,0,1,384.5714286,0,0,0,0,0,0,0,BENIGN
80,50553,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,50850,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,584946,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
443,5556410,8,0,0,0,1,0,0,0,0,1,456.375,0,468836,468836,5087571,0,5087571,5087571,BENIGN
443,5608806,8,0,0,0,1,0,0,0,0,0,279.5714286,0,429097,429097,5179706,0,5179706,5179706,BENIGN
443,5303674,8,0,0,0,1,0,0,0,0,0,344.1333333,0,0,0,0,0,0,0,BENIGN
443,5956440,8,0,0,0,1,0,0,0,0,0,238.7142857,0,229493,229493,5726944,0,5726944,5726944,SSH-Patator
1348,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1361,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
80,37903,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,423434,6,0,0,0,1,0,0,0,0,1,429.6153846,0,0,0,0,0,0,0,BENIGN
135,10295955,11,0,0,0,1,0,0,0,0,0,71.52941176,0,0,0,0,0,0,0,BENIGN
49666,10294893,13,0,0,0,1,0,0,0,0,0,153.6190476,0,0,0,0,0,0,0,BENIGN
135,65,1,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,0,BENIGN
49666,36,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,BENIGN
80,218278,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
443,1056765,6,0,0,0,1,0,0,0,0,1,403.9333333,0,0,0,0,0,0,0,BENIGN
443,6386,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
123,66094298,2,0,0,0,0,0,0,0,0,1,60,0,93971,93971,65900000,0,65900000,65900000,BENIGN
80,49296,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,5477875,8,0,0,0,1,0,0,0,0,1,305.2222222,0,0,0,0,0,0,0,BENIGN
443,2282,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,48796,1,0,0,0,0,0,0,0,0,1,183.5,0,0,0,0,0,0,0,BENIGN
80,86025,3,0,0,0,1,0,0,0,0,1,336.25,0,0,0,0,0,0,0,BENIGN
80,86356,4,0,0,0,1,0,0,0,0,1,336.25,0,0,0,0,0,0,0,BENIGN
80,46473,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,45982,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,380211,10,0,0,0,1,0,0,0,0,0,337.2777778,0,0,0,0,0,0,0,BENIGN
1507,44680,3,0,0,0,0,1,0,0,0,0,9.5,0,0,0,0,0,0,0,BENIGN
80,253957,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,34412,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,346895,3,0,0,0,1,0,0,0,0,1,336.75,0,0,0,0,0,0,0,BENIGN
80,24766,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,79115,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,142463,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,143783,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,89946,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,5343552,8,0,0,0,1,0,0,0,0,0,242.1428571,0,333030,333030,5010476,0,5010476,5010476,BENIGN
443,5378336,8,0,0,0,1,0,0,0,0,0,329.4285714,0,0,0,0,0,0,0,SSH-Patator
443,5248828,8,0,0,0,1,0,0,0,0,0,276.7333333,0,0,0,0,0,0,0,BENIGN
443,5465296,9,0,0,0,1,0,0,0,0,0,317.3125,0,378227,378227,5087066,0,5087066,5087066,BENIGN
443,5550019,8,0,0,0,1,0,0,0,0,0,376.6666667,0,507817,507817,5042199,0,5042199,5042199,BENIGN
443,5550000,9,0,0,0,1,0,0,0,0,0,231.9333333,0,444224,444224,5105772,0,5105772,5105772,BENIGN
80,5702624,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,5700412,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,SSH-Patator
443,5970205,8,0,0,0,1,0,0,0,0,1,343.4375,0,528678,528678,5441523,0,5441523,5441523,BENIGN
443,6092788,8,0,0,0,1,0,0,0,0,1,304.9375,0,455137,455137,5637603,0,5637603,5637603,BENIGN
443,5703291,8,0,0,0,1,0,0,0,0,0,246,0,538306,538306,5164982,0,5164982,5164982,BENIGN
1386,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1365,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,39621,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,40254,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1380,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1379,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1362,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1372,4,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1378,48,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
80,85115,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
1393,48,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,33366,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,391123,11,0,0,0,1,0,0,0,0,0,379.0555556,0,0,0,0,0,0,0,BENIGN
443,526481,6,0,0,0,1,0,0,0,0,1,339.5384615,0,0,0,0,0,0,0,BENIGN
443,16526,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1523,30247,3,0,0,0,0,1,0,0,0,0,9.5,0,0,0,0,0,0,0,BENIGN
443,111291518,261,0,0,0,1,0,0,0,0,1,888.1776,253011.8495,748147,36279,9950302.455,122085.5511,10000000,9679583,BENIGN
443,110441946,120,0,0,0,1,0,0,0,0,2,1001.828947,218826.2394,614035,36591,9885603.636,264728.932,10000000,9324217,BENIGN
5353,19,12,0,0,0,0,0,0,0,0,0,48.75,0,0,0,0,0,0,0,BENIGN
443,5468455,8,0,0,0,1,0,0,0,0,1,299.7222222,0,0,0,0,0,0,0,BENIGN
443,256,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,6621069,10,0,0,0,1,0,0,0,0,1,330.8571429,0,0,0,0,0,0,0,BENIGN
80,58112,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,18134,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,119925579,54,0,0,0,1,0,0,0,0,0,491.030303,823808.5512,1913949,36630,9497496.917,925503.9866,10000000,7935746,BENIGN
80,67023,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,19865,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,5215849,9,0,0,0,1,0,0,0,0,0,333.2352941,0,0,0,0,0,0,0,BENIGN
443,5988565,8,0,0,0,1,0,0,0,0,0,287.9285714,0,664543,664543,5324019,0,5324019,5324019,BENIGN
443,6067932,6,0,0,0,1,0,0,0,0,0,75.1,0,493644,493644,5574285,0,5574285,5574285,BENIGN
443,6067946,7,0,0,0,1,0,0,0,0,0,42.09090909,0,241592,241592,5826351,0,5826351,5826351,BENIGN
443,6102485,9,0,0,0,1,0,0,0,0,0,232.2666667,0,551275,551275,5551161,0,5551161,5551161,BENIGN
443,5386607,9,0,0,0,1,0,0,0,0,1,186.8888889,0,319090,319090,5067468,0,5067468,5067468,BENIGN
1401,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1400,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1365,1000263,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1420,4,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1395,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1417,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
443,110550781,137,0,0,0,1,0,0,0,0,1,741.1242038,80632.36533,270963,36565,9974554.091,104799.5889,10000000,9661992,BENIGN
1399,215,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,43135,4,0,0,0,1,0,0,0,0,0,36.8,0,0,0,0,0,0,0,BENIGN
46980,14046,5,0,0,0,0,1,0,0,0,0,595.7142857,0,0,0,0,0,0,0,BENIGN
80,857257,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,37718,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,87194,3,0,0,0,1,0,0,0,0,1,384.5714286,0,0,0,0,0,0,0,BENIGN
80,87361,3,0,0,0,1,0,0,0,0,1,336.5,0,0,0,0,0,0,0,BENIGN
443,4262132,8,0,0,0,1,0,0,0,0,1,392.4444444,0,0,0,0,0,0,0,BENIGN
80,64008,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,63764,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,4322013,8,0,0,0,1,0,0,0,0,1,485,0,0,0,0,0,0,0,BENIGN
443,202,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,120753,1,0,0,0,0,0,0,0,0,1,125.5,0,0,0,0,0,0,0,BENIGN
443,5323521,9,0,0,0,1,0,0,0,0,1,379.1111111,0,0,0,0,0,0,0,BENIGN
443,5340156,9,0,0,0,1,0,0,0,0,0,378.75,0,0,0,0,0,0,0,BENIGN
443,5687921,8,0,0,0,1,0,0,0,0,0,379.8666667,0,602891,602891,5085027,0,5085027,5085027,BENIGN
443,5750013,9,0,0,0,1,0,0,0,0,0,246.0625,0,418475,418475,5331459,0,5331459,5331459,BENIGN
443,5966058,8,0,0,0,1,0,0,0,0,0,381.8571429,0,700664,700664,5265391,0,5265391,5265391,BENIGN
443,6129890,8,0,0,0,1,0,0,0,0,0,361.2,0,418702,418702,5711186,0,5711186,5711186,BENIGN
443,5491607,8,0,0,0,1,0,0,0,0,0,271.2307692,0,405614,405614,5085945,0,5085945,5085945,BENIGN
1432,4,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1423,48,2,0,1,0,0,1,0,0,0,0,20.66666667,0,0,0,0,0,0,0,BENIGN
80,3416491,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,BENIGN
80,29699,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,6500264,10,0,0,0,1,0,0,0,0,1,204.4761905,0,454541,454541,6024981,0,6024981,6024981,BENIGN
1433,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,110245188,20,0,0,0,1,0,0,0,0,0,149.9444444,39223.32381,168856,37091,9966635.455,89331.109,10000000,9769825,BENIGN
1436,306984,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,585334,7,0,0,0,1,0,0,0,0,1,376.2941176,0,0,0,0,0,0,0,BENIGN
443,22350,3,0,0,0,0,1,0,0,0,0,10.33333333,0,0,0,0,0,0,0,SSH-Patator
5353,15,12,0,0,0,0,0,0,0,0,0,48.75,0,0,0,0,0,0,0,BENIGN
123,64022613,4,0,0,0,0,0,0,0,0,1,54,0,258,258,64000000,0,64000000,64000000,BENIGN
443,5335762,8,0,0,0,1,0,0,0,0,0,258,0,0,0,0,0,0,0,BENIGN
443,6083771,6,0,0,0,1,0,0,0,0,0,47.36363636,0,290312,290312,5793456,0,5793456,5793456,BENIGN
443,6104644,9,0,0,0,1,0,0,0,0,0,317.25,0,622142,622142,5482499,0,5482499,5482499,BENIGN
443,6151334,9,0,0,0,1,0,0,0,0,0,245.3125,0,677871,677871,5473414,0,5473414,5473414,BENIGN
443,1345071,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,5458357,10,0,0,0,1,0,0,0,0,0,323.5882353,0,397680,397680,5060673,0,5060673,5060673,BENIGN
1454,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1466,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1452,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1450,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
53,69147,1,0,0,0,0,0,0,0,0,1,120,0,0,0,0,0,0,0,BENIGN
443,3291510,35,0,0,0,1,0,0,0,0,1,1662.363636,0,0,0,0,0,0,0,BENIGN
443,5336762,8,0,0,0,1,0,0,0,0,1,376.6666667,0,0,0,0,0,0,0,BENIGN
443,191,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
123,66094517,2,0,0,0,0,0,0,0,0,1,60,0,93998,93998,65900000,0,65900000,65900000,BENIGN
80,46782,4,0,0,0,1,0,0,0,0,1,198.2222222,0,0,0,0,0,0,0,BENIGN
80,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,418559,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,2019036,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,2019243,3,0,0,0,1,0,0,0,0,1,336.75,0,0,0,0,0,0,0,BENIGN
80,15703,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,39159,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,38954,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,91471,3,0,0,0,1,0,0,0,0,1,184.8571429,0,0,0,0,0,0,0,BENIGN
80,97309,3,0,0,0,1,0,0,0,0,1,384.5714286,0,0,0,0,0,0,0,BENIGN
80,46558,5,0,0,0,1,0,0,0,0,1,203.5,0,0,0,0,0,0,0,BENIGN
80,48,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,64992,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SSH-Patator
80,71861,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,SSH-Patator
443,5260153,10,0,0,0,1,0,0,0,0,0,350,0,0,0,0,0,0,0,BENIGN
443,5377338,8,0,0,0,1,0,0,0,0,0,418.6666667,0,0,0,0,0,0,0,SSH-Patator
1492,240,2,0,1,0,0,1,0,0,0,0,20.66666667,0,0,0,0,0,0,0,BENIGN
443,3152777,8,0,0,0,1,0,0,0,0,1,381.6666667,0,0,0,0,0,0,0,BENIGN
443,3956,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,46681,5,0,0,0,1,0,0,0,0,1,162.1818182,0,0,0,0,0,0,0,BENIGN
80,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,683196,8,0,0,0,1,0,0,0,0,1,353.1875,0,0,0,0,0,0,0,BENIGN
1487,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,168643,3,0,0,0,1,0,0,0,0,1,384.5714286,0,0,0,0,0,0,0,BENIGN
80,29319,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1572,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
80,47397,5,0,0,0,1,0,0,0,0,1,204,0,0,0,0,0,0,0,BENIGN
80,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,3329051,6,0,0,0,1,0,0,0,0,1,421.1428571,0,0,0,0,0,0,0,BENIGN
443,12104,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1454,1000156,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,2459004,7,0,0,0,1,0,0,0,0,1,345.0666667,0,0,0,0,0,0,0,BENIGN
443,1868,3,0,0,0,0,1,0,0,0,0,10.33333333,0,0,0,0,0,0,0,BENIGN
53,49061,1,0,0,0,0,0,0,0,0,1,83,0,0,0,0,0,0,0,BENIGN
443,5974207,10,0,0,0,1,0,0,0,0,1,424.4,0,564389,564389,5404383,0,5404383,5404383,BENIGN
389,12709,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
389,1164,11,0,0,0,1,0,0,0,0,0,369.5,0,0,0,0,0,0,0,BENIGN
443,5863119,8,0,0,0,1,0,0,0,0,0,287,0,389389,389389,5473683,0,5473683,5473683,BENIGN
443,6044946,9,0,0,0,1,0,0,0,0,0,235.5333333,0,483835,483835,5561063,0,5561063,5561063,BENIGN
443,5328192,9,0,0,0,1,0,0,0,0,0,266.5625,0,0,0,0,0,0,0,BENIGN
443,5489141,9,0,0,0,1,0,0,0,0,0,320,0,432432,432432,5056553,0,5056553,5056553,BENIGN
1487,999823,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
1500,3,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1499,4,2,0,1,0,0,1,0,0,0,0,31,0,0,0,0,0,0,0,BENIGN
1506,16,2,0,1,0,0,1,0,0,0,0,20.66666667,0,0,0,0,0,0,0,BENIGN
80,154199,3,0,0,0,1,0,0,0,0,1,336.25,0,0,0,0,0,0,0,BENIGN
80,55670,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,455087,7,0,0,0,1,0,0,0,0,1,341.6,0,0,0,0,0,0,0,BENIGN
443,10974,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,492601,7,0,0,0,1,0,0,0,0,1,328.7333333,0,0,0,0,0,0,0,SSH-Patator
80,68477,3,0,0,0,1,0,0,0,0,1,336.75,0,0,0,0,0,0,0,BENIGN
80,60024,3,0,0,0,1,0,0,0,0,1,384.8571429,0,0,0,0,0,0,0,BENIGN
80,56633,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
443,63215,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
80,54889,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,BENIGN
53,23479,1,0,0,0,0,0,0,0,0,1,75.5,0,0,0,0,0,0,0,BENIGN
